state	zip	pci
CA	91963	31
CA	91977	47
CA	91978	54
CA	91980	26
CA	92003	87
CA	92004	50
CA	92007	121
CA	92008	95
CA	92009	137
CA	92010	92
CA	92011	127
CA	92014	258
CA	92019	73
CA	92020	51
CA	92021	49
CA	92024	131
CA	92025	55
CA	92026	59
CA	92027	51
CA	92028	67
CA	92029	97
CA	92036	67
CA	92037	230
CA	92040	59
CA	92054	52
CA	92056	60
CA	92057	57
CA	92058	42
CA	92059	98
CA	92061	78
CA	92064	110
CA	92065	71
CA	92066	57
CA	92069	57
CA	92070	49
CA	92071	62
CA	92075	173
CA	92078	83
CA	92081	68
CA	92082	74
CA	92083	39
CA	92084	53
CA	92086	45
CA	92091	292
CA	92101	92
CA	92102	37
CA	92103	90
CA	92104	54
CA	92105	30
CA	92106	127
CA	92107	75
CA	92108	69
CA	92109	77
CA	92110	68
CA	92111	54
CA	92113	27
CA	92114	40
CA	92115	47
CA	92116	63
CA	92117	64
CA	92118	123
CA	92119	73
CA	92120	84
CA	92121	163
CA	92122	93
CA	92123	65
CA	92124	79
CA	92126	63
CA	92127	158
CA	92128	97
CA	92129	98
CA	92130	208
CA	92131	143
CA	92139	44
CA	92154	41
CA	92173	28
CA	92201	38
CA	92203	69
CA	92210	205
CA	92211	78
CA	92220	46
CA	92223	60
CA	92225	43
CA	92227	49
CA	92230	32
CA	92231	27
CA	92233	39
CA	92234	40
CA	92236	28
CA	92240	31
CA	92241	35
CA	92242	33
CA	92243	43
CA	92249	36
CA	92250	54
CA	92251	58
CA	92252	40
CA	92253	80
CA	92254	22
CA	92256	42
CA	92257	32
CA	92260	70
CA	92262	63
CA	92264	73
CA	92270	124
CA	92274	26
CA	92276	36
CA	92277	41
CA	92281	32
CA	92282	36
CA	92283	30
CA	92284	43
CA	92285	30
CA	92301	31
CA	92305	50
CA	92307	52
CA	92308	51
CA	92309	30
CA	92310	44
CA	92311	41
CA	92313	56
CA	92314	46
CA	92315	54
CA	92316	34
CA	92320	54
CA	92324	37
CA	92327	37
CA	92328	33
CA	92335	31
CA	92336	54
CA	92337	44
CA	92339	59
CA	92342	60
CA	92344	55
CA	92345	38
CA	92346	59
CA	92347	38
CA	92354	64
CA	92356	34
CA	92358	49
CA	92359	50
CA	92363	41
CA	92365	41
CA	92368	35
CA	92371	44
CA	92372	51
CA	92373	92
CA	92374	59
CA	92376	33
CA	92377	50
CA	92392	42
CA	92394	38
CA	92395	41
CA	92397	69
CA	92399	66
CA	92401	24
CA	92404	34
CA	92405	32
CA	92407	43
CA	92408	34
CA	92410	25
CA	92411	25
CA	92501	41
CA	92503	49
CA	92504	48
CA	92505	42
CA	92506	85
CA	92507	41
CA	92508	75
CA	92509	40
CA	92518	88
CA	92530	43
CA	92532	62
CA	92536	50
CA	92539	39
CA	92543	31
CA	92544	46
CA	92545	42
CA	92548	33
CA	92551	37
CA	92553	32
CA	92555	52
CA	92557	45
CA	92561	76
CA	92562	72
CA	92563	63
CA	92567	46
CA	92570	37
CA	92571	37
CA	92582	44
CA	92583	34
CA	92584	60
CA	92585	52
CA	92586	41
CA	92587	67
CA	92590	122
CA	92591	68
CA	92592	83
CA	92595	52
CA	92596	63
CA	92602	116
CA	92603	243
CA	92604	86
CA	92606	96
CA	92610	112
CA	92612	130
CA	92614	108
CA	92617	100
CA	92618	123
CA	92620	116
CA	92624	87
CA	92625	339
CA	92626	75
CA	92627	60
CA	92629	118
CA	92630	73
CA	92637	58
CA	92646	87
CA	92647	65
CA	92648	113
CA	92649	111
CA	92651	278
CA	92653	120
CA	92655	33
CA	92656	96
CA	92657	490
CA	92660	240
CA	92661	171
CA	92662	190
CA	92663	162
CA	92672	93
CA	92673	160
CA	92675	114
CA	92676	99
CA	92677	119
CA	92679	192
CA	92683	47
CA	92688	92
CA	92691	78
CA	92692	98
CA	92694	160
CA	92701	31
CA	92703	29
CA	92704	36
CA	92705	110
CA	92706	49
CA	92707	37
CA	92708	75
CA	92780	55
CA	92782	125
CA	92801	37
CA	92802	40
CA	92804	40
CA	92805	38
CA	92806	49
CA	92807	101
CA	92808	112
CA	92821	77
CA	92823	115
CA	92831	68
CA	92832	47
CA	92833	62
CA	92835	109
CA	92840	42
CA	92841	43
CA	92843	36
CA	92844	36
CA	92845	76
CA	92860	71
CA	92861	213
CA	92865	65
CA	92866	59
CA	92867	84
CA	92868	60
CA	92869	90
CA	92870	67
CA	92879	50
CA	92880	71
CA	92881	82
CA	92882	59
CA	92883	81
CA	92886	125
CA	92887	132
CA	93001	67
CA	93003	74
CA	93004	68
CA	93010	85
CA	93012	106
CA	93013	72
CA	93015	48
CA	93021	87
CA	93022	73
CA	93023	81
CA	93030	41
CA	93033	33
CA	93035	68
CA	93036	50
CA	93041	45
CA	93060	45
CA	93063	72
CA	93065	78
CA	93066	114
CA	93101	64
CA	93103	77
CA	93105	108
CA	93108	370
CA	93109	120
CA	93110	115
CA	93111	97
CA	93117	66
CA	93202	33
CA	93203	27
CA	93204	28
CA	93205	33
CA	93206	60
CA	93210	49
CA	93212	39
CA	93215	34
CA	93219	25
CA	93221	59
CA	93223	27
CA	93224	53
CA	93225	51
CA	93226	61
CA	93230	54
CA	93235	29
CA	93238	55
CA	93239	27
CA	93240	42
CA	93241	25
CA	93242	51
CA	93243	48
CA	93244	68
CA	93245	54
CA	93247	33
CA	93249	29
CA	93250	32
CA	93252	48
CA	93254	42
CA	93255	38
CA	93256	29
CA	93257	39
CA	93263	43
CA	93265	73
CA	93266	42
CA	93267	36
CA	93268	51
CA	93270	37
CA	93271	68
CA	93272	61
CA	93274	48
CA	93277	53
CA	93280	38
CA	93283	37
CA	93285	45
CA	93286	35
CA	93291	63
CA	93292	52
CA	93301	55
CA	93304	31
CA	93305	32
CA	93306	52
CA	93307	31
CA	93308	58
CA	93309	54
CA	93311	99
CA	93312	86
CA	93313	52
CA	93314	109
CA	93401	87
CA	93402	63
CA	93405	70
CA	93420	82
CA	93422	67
CA	93426	73
CA	93427	71
CA	93428	78
CA	93430	87
CA	93432	75
CA	93433	51
CA	93434	34
CA	93436	51
CA	93437	45
CA	93442	60
CA	93444	68
CA	93445	41
CA	93446	62
CA	93449	91
CA	93450	103
CA	93451	52
CA	93452	39
CA	93453	64
CA	93454	45
CA	93455	69
CA	93458	32
CA	93460	133
CA	93461	46
CA	93463	97
CA	93465	83
CA	93501	36
CA	93505	45
CA	93510	87
CA	93512	43
CA	93513	51
CA	93514	59
CA	93516	43
CA	93517	50
CA	93518	54
CA	93523	60
CA	93526	55
CA	93527	60
CA	93531	110
CA	93532	60
CA	93534	37
CA	93535	35
CA	93536	63
CA	93543	38
CA	93544	52
CA	93545	53
CA	93546	57
CA	93550	33
CA	93551	70
CA	93552	39
CA	93553	51
CA	93555	60
CA	93560	50
CA	93561	63
CA	93562	45
CA	93591	33
CA	93601	60
CA	93602	61
CA	93604	70
CA	93608	29
CA	93609	54
CA	93610	56
CA	93611	70
CA	93612	39
CA	93614	61
CA	93615	25
CA	93616	30
CA	93618	34
CA	93619	108
CA	93620	46
CA	93621	47
CA	93622	49
CA	93625	50
CA	93626	189
CA	93628	40
CA	93630	45
CA	93631	71
CA	93635	45
CA	93636	72
CA	93637	49
CA	93638	30
CA	93640	25
CA	93641	50
CA	93643	51
CA	93644	57
CA	93645	93
CA	93646	28
CA	93647	26
CA	93648	26
CA	93650	35
CA	93651	72
CA	93652	30
CA	93653	52
CA	93654	42
CA	93656	48
CA	93657	47
CA	93660	29
CA	93662	37
CA	93664	97
CA	93667	61
CA	93668	66
CA	93669	50
CA	93675	48
CA	93701	21
CA	93702	23
CA	93703	27
CA	93704	58
CA	93705	31
CA	93706	31
CA	93710	43
CA	93711	107
CA	93720	83
CA	93721	37
CA	93722	45
CA	93723	67
CA	93725	36
CA	93726	31
CA	93727	43
CA	93728	32
CA	93730	151
CA	93901	58
CA	93905	31
CA	93906	44
CA	93907	61
CA	93908	136
CA	93920	54
CA	93923	171
CA	93924	133
CA	93925	43
CA	93926	44
CA	93927	35
CA	93930	44
CA	93933	48
CA	93940	93
CA	93950	83
CA	93953	249
CA	93955	45
CA	93960	45
CA	94002	150
CA	94005	126
CA	94010	335
CA	94014	52
CA	94015	62
CA	94019	148
CA	94020	139
CA	94021	80
CA	94022	551
CA	94024	409
CA	94025	334
CA	94027	1520
CA	94028	658
CA	94030	109
CA	94038	108
CA	94040	159
CA	94041	178
CA	94043	140
CA	94044	91
CA	94060	72
CA	94061	110
CA	94062	405
CA	94063	60
CA	94065	268
CA	94066	78
CA	94070	205
CA	94074	65
CA	94080	73
CA	94085	95
CA	94086	116
CA	94087	160
CA	94089	88
CA	94102	80
CA	94103	137
CA	94104	595
CA	94105	424
CA	94107	193
CA	94108	127
CA	94109	137
CA	94110	108
CA	94111	716
CA	94112	53
CA	94114	216
CA	94115	208
CA	94116	93
CA	94117	150
CA	94118	200
CA	94121	113
CA	94122	87
CA	94123	280
CA	94124	42
CA	94127	181
CA	94129	272
CA	94130	35
CA	94131	170
CA	94132	75
CA	94133	126
CA	94134	49
CA	94158	185
CA	94301	1229
CA	94303	219
CA	94304	507
CA	94305	164
CA	94306	227
CA	94401	81
CA	94402	213
CA	94403	145
CA	94404	153
CA	94501	82
CA	94502	130
CA	94503	66
CA	94505	99
CA	94506	256
CA	94507	318
CA	94508	85
CA	94509	47
CA	94510	91
CA	94513	83
CA	94514	64
CA	94515	86
CA	94517	120
CA	94518	75
CA	94519	64
CA	94520	46
CA	94521	80
CA	94523	94
CA	94525	66
CA	94526	187
CA	94530	90
CA	94531	63
CA	94533	50
CA	94534	92
CA	94535	40
CA	94536	96
CA	94538	79
CA	94539	178
CA	94541	51
CA	94542	109
CA	94544	48
CA	94545	58
CA	94546	76
CA	94547	75
CA	94549	245
CA	94550	115
CA	94551	83
CA	94552	133
CA	94553	79
CA	94555	113
CA	94556	206
CA	94558	82
CA	94559	69
CA	94560	70
CA	94561	64
CA	94563	288
CA	94564	65
CA	94565	47
CA	94566	176
CA	94567	67
CA	94568	127
CA	94571	64
CA	94572	54
CA	94574	193
CA	94576	62
CA	94577	63
CA	94578	48
CA	94579	56
CA	94580	54
CA	94582	165
CA	94583	200
CA	94585	53
CA	94586	164
CA	94587	73
CA	94588	141
CA	94589	43
CA	94590	42
CA	94591	63
CA	94592	80
CA	94595	111
CA	94596	133
CA	94597	102
CA	94598	147
CA	94599	100
CA	94601	36
CA	94602	89
CA	94603	36
CA	94605	61
CA	94606	42
CA	94607	58
CA	94608	72
CA	94609	63
CA	94610	108
CA	94611	190
CA	94612	67
CA	94618	191
CA	94619	82
CA	94621	30
CA	94702	72
CA	94703	71
CA	94704	55
CA	94705	202
CA	94706	91
CA	94707	194
CA	94708	193
CA	94709	83
CA	94710	79
CA	94801	45
CA	94803	66
CA	94804	47
CA	94805	58
CA	94806	45
CA	94901	133
CA	94903	118
CA	94904	341
CA	94920	428
CA	94922	66
CA	94923	99
CA	94924	89
CA	94925	178
CA	94928	54
CA	94930	102
CA	94931	62
CA	94937	112
CA	94939	238
CA	94941	252
CA	94945	104
CA	94946	296
CA	94947	96
CA	94949	107
CA	94951	87
CA	94952	85
CA	94954	74
CA	94956	84
CA	94960	180
CA	94965	168
CA	95003	109
CA	95004	74
CA	95005	80
CA	95006	84
CA	95008	108
CA	95010	74
CA	95012	37
CA	95014	199
CA	95017	74
CA	95018	76
CA	95019	40
CA	95020	77
CA	95023	63
CA	95030	376
CA	95032	230
CA	95033	185
CA	95035	90
CA	95037	109
CA	95039	52
CA	95043	63
CA	95045	68
CA	95046	104
CA	95050	94
CA	95051	105
CA	95054	147
CA	95060	88
CA	95062	71
CA	95064	62
CA	95065	98
CA	95066	114
CA	95070	317
CA	95073	89
CA	95075	78
CA	95076	50
CA	95110	69
CA	95111	45
CA	95112	58
CA	95113	122
CA	95116	39
CA	95117	76
CA	95118	93
CA	95119	90
CA	95120	191
CA	95121	62
CA	95122	37
CA	95123	80
CA	95124	126
CA	95125	140
CA	95126	96
CA	95127	57
CA	95128	85
CA	95129	139
CA	95130	101
CA	95131	91
CA	95132	81
CA	95133	66
CA	95134	119
CA	95135	143
CA	95136	81
CA	95138	183
CA	95139	93
CA	95140	136
CA	95148	78
CA	95202	24
CA	95203	37
CA	95204	48
CA	95205	28
CA	95206	35
CA	95207	46
CA	95209	56
CA	95210	32
CA	95212	61
CA	95215	44
CA	95219	91
CA	95220	73
CA	95222	72
CA	95223	64
CA	95228	68
CA	95230	57
CA	95231	39
CA	95232	42
CA	95236	83
CA	95237	58
CA	95240	48
CA	95242	72
CA	95245	65
CA	95246	60
CA	95247	70
CA	95249	52
CA	95251	54
CA	95252	60
CA	95255	44
CA	95257	41
CA	95258	83
CA	95301	50
CA	95303	100
CA	95304	82
CA	95306	68
CA	95307	41
CA	95310	52
CA	95311	45
CA	95313	69
CA	95315	35
CA	95316	68
CA	95317	66
CA	95320	72
CA	95321	60
CA	95322	44
CA	95323	76
CA	95324	79
CA	95326	70
CA	95327	49
CA	95328	34
CA	95329	60
CA	95330	52
CA	95333	68
CA	95334	36
CA	95335	46
CA	95336	55
CA	95337	61
CA	95338	53
CA	95340	60
CA	95341	31
CA	95345	41
CA	95346	52
CA	95348	42
CA	95350	48
CA	95351	31
CA	95354	46
CA	95355	60
CA	95356	81
CA	95357	63
CA	95358	47
CA	95360	43
CA	95361	67
CA	95363	50
CA	95365	29
CA	95366	88
CA	95367	50
CA	95368	52
CA	95369	51
CA	95370	58
CA	95372	50
CA	95374	42
CA	95376	52
CA	95377	72
CA	95379	50
CA	95380	43
CA	95382	65
CA	95383	64
CA	95385	55
CA	95386	47
CA	95388	34
CA	95389	40
CA	95391	95
CA	95401	55
CA	95403	70
CA	95404	90
CA	95405	77
CA	95407	42
CA	95409	84
CA	95410	59
CA	95412	42
CA	95415	47
CA	95421	60
CA	95422	30
CA	95423	37
CA	95425	61
CA	95427	68
CA	95428	35
CA	95432	53
CA	95436	68
CA	95437	47
CA	95439	66
CA	95441	73
CA	95442	124
CA	95444	75
CA	95445	67
CA	95446	53
CA	95448	96
CA	95449	48
CA	95450	88
CA	95451	50
CA	95452	180
CA	95453	53
CA	95454	37
CA	95456	54
CA	95457	46
CA	95458	37
CA	95459	49
CA	95460	69
CA	95461	46
CA	95462	54
CA	95464	32
CA	95465	76
CA	95466	53
CA	95467	64
CA	95468	40
CA	95469	44
CA	95470	57
CA	95472	84
CA	95476	95
CA	95482	51
CA	95485	39
CA	95490	44
CA	95492	75
CA	95494	79
CA	95501	41
CA	95503	55
CA	95519	55
CA	95521	42
CA	95524	89
CA	95525	48
CA	95526	39
CA	95527	35
CA	95528	49
CA	95531	47
CA	95536	58
CA	95540	52
CA	95542	53
CA	95543	51
CA	95546	31
CA	95547	61
CA	95548	32
CA	95549	71
CA	95551	55
CA	95552	38
CA	95554	30
CA	95558	40
CA	95560	40
CA	95562	38
CA	95564	30
CA	95565	36
CA	95567	46
CA	95570	59
CA	95573	49
CA	95585	24
CA	95589	41
CA	95602	82
CA	95603	72
CA	95605	40
CA	95606	371
CA	95607	70
CA	95608	74
CA	95610	46
CA	95612	125
CA	95614	75
CA	95615	51
CA	95616	87
CA	95618	107
CA	95619	52
CA	95620	62
CA	95621	46
CA	95623	65
CA	95624	68
CA	95626	52
CA	95627	52
CA	95628	82
CA	95629	62
CA	95630	101
CA	95631	68
CA	95632	54
CA	95633	59
CA	95634	55
CA	95635	61
CA	95636	55
CA	95637	61
CA	95638	77
CA	95640	55
CA	95641	51
CA	95642	63
CA	95645	45
CA	95648	78
CA	95650	105
CA	95651	86
CA	95652	36
CA	95655	67
CA	95658	93
CA	95659	76
CA	95660	32
CA	95661	83
CA	95662	65
CA	95663	94
CA	95664	73
CA	95665	61
CA	95666	55
CA	95667	64
CA	95668	71
CA	95669	74
CA	95670	56
CA	95672	92
CA	95673	45
CA	95674	85
CA	95677	72
CA	95678	62
CA	95681	49
CA	95682	80
CA	95683	125
CA	95684	60
CA	95685	66
CA	95687	62
CA	95688	77
CA	95689	75
CA	95690	57
CA	95691	63
CA	95692	59
CA	95693	96
CA	95694	65
CA	95695	60
CA	95703	64
CA	95709	71
CA	95713	63
CA	95722	96
CA	95726	57
CA	95742	84
CA	95746	173
CA	95747	88
CA	95757	77
CA	95758	64
CA	95762	149
CA	95765	92
CA	95776	54
CA	95811	55
CA	95814	62
CA	95815	32
CA	95816	70
CA	95817	44
CA	95818	90
CA	95819	104
CA	95820	38
CA	95821	52
CA	95822	50
CA	95823	33
CA	95824	28
CA	95825	46
CA	95826	51
CA	95827	48
CA	95828	37
CA	95829	63
CA	95830	80
CA	95831	76
CA	95832	30
CA	95833	48
CA	95834	53
CA	95835	73
CA	95837	155
CA	95838	32
CA	95841	42
CA	95842	37
CA	95843	51
CA	95864	132
CA	95901	42
CA	95903	34
CA	95912	66
CA	95914	44
CA	95916	39
CA	95917	54
CA	95918	78
CA	95919	44
CA	95920	95
CA	95922	42
CA	95926	53
CA	95928	64
CA	95932	60
CA	95934	45
CA	95935	39
CA	95938	83
CA	95939	43
CA	95941	38
CA	95942	69
CA	95943	123
CA	95945	52
CA	95946	70
CA	95947	47
CA	95948	50
CA	95949	66
CA	95953	45
CA	95954	43
CA	95957	66
CA	95959	73
CA	95960	37
CA	95961	44
CA	95962	51
CA	95963	47
CA	95965	39
CA	95966	46
CA	95968	36
CA	95969	51
CA	95970	90
CA	95971	55
CA	95973	65
CA	95975	52
CA	95977	51
CA	95979	43
CA	95982	63
CA	95983	50
CA	95987	47
CA	95988	53
CA	95991	45
CA	95993	60
CA	96001	62
CA	96002	49
CA	96003	52
CA	96006	49
CA	96007	42
CA	96008	60
CA	96013	48
CA	96015	43
CA	96016	54
CA	96019	39
CA	96020	51
CA	96021	39
CA	96022	54
CA	96023	36
CA	96024	46
CA	96025	37
CA	96027	50
CA	96028	52
CA	96032	47
CA	96033	39
CA	96034	46
CA	96035	36
CA	96038	43
CA	96039	35
CA	96040	42
CA	96041	39
CA	96044	45
CA	96047	59
CA	96048	45
CA	96050	41
CA	96051	51
CA	96052	45
CA	96055	47
CA	96056	52
CA	96057	40
CA	96058	36
CA	96059	44
CA	96062	72
CA	96064	44
CA	96065	47
CA	96067	53
CA	96069	49
CA	96073	79
CA	96080	49
CA	96086	39
CA	96088	49
CA	96091	50
CA	96094	48
CA	96096	49
CA	96097	47
CA	96101	47
CA	96103	60
CA	96104	46
CA	96105	48
CA	96107	46
CA	96109	41
CA	96114	67
CA	96117	44
CA	96118	50
CA	96120	58
CA	96121	56
CA	96122	45
CA	96124	56
CA	96125	48
CA	96128	60
CA	96130	54
CA	96134	45
CA	96137	55
CA	96146	85
CA	96150	48
CA	96161	96
CO	80002	59
CO	80003	50
CO	80004	64
CO	80005	84
CO	80007	144
CO	80010	30
CO	80011	34
CO	80012	39
CO	80013	54
CO	80014	52
CO	80015	73
CO	80016	115
CO	80017	42
CO	80018	72
CO	80019	54
CO	80020	73
CO	80021	65
CO	80022	50
CO	80023	144
CO	80026	83
CO	80027	106
CO	80030	40
CO	80031	69
CO	80033	57
CO	80045	40
CO	80101	61
CO	80102	67
CO	80103	61
CO	80104	86
CO	80105	50
CO	80106	79
CO	80107	83
CO	80108	193
CO	80109	105
CO	80110	43
CO	80111	160
CO	80112	99
CO	80113	188
CO	80116	133
CO	80117	70
CO	80118	133
CO	80120	70
CO	80121	180
CO	80122	89
CO	80123	92
CO	80124	137
CO	80125	123
CO	80126	120
CO	80127	104
CO	80128	76
CO	80129	103
CO	80130	103
CO	80132	103
CO	80133	64
CO	80134	109
CO	80135	147
CO	80136	65
CO	80137	80
CO	80138	105
CO	80202	171
CO	80203	58
CO	80204	48
CO	80205	54
CO	80206	148
CO	80207	70
CO	80209	162
CO	80210	118
CO	80211	91
CO	80212	76
CO	80214	41
CO	80215	67
CO	80216	36
CO	80218	96
CO	80219	33
CO	80220	104
CO	80221	39
CO	80222	66
CO	80223	41
CO	80224	64
CO	80226	54
CO	80227	66
CO	80228	80
CO	80229	41
CO	80230	129
CO	80231	57
CO	80232	53
CO	80233	50
CO	80234	66
CO	80235	68
CO	80236	47
CO	80237	98
CO	80238	145
CO	80239	35
CO	80241	67
CO	80246	82
CO	80247	44
CO	80249	50
CO	80260	35
CO	80301	113
CO	80302	116
CO	80303	96
CO	80304	127
CO	80305	95
CO	80401	106
CO	80403	117
CO	80421	69
CO	80422	65
CO	80424	88
CO	80428	74
CO	80433	98
CO	80435	61
CO	80439	146
CO	80440	56
CO	80446	58
CO	80447	70
CO	80449	44
CO	80452	54
CO	80455	55
CO	80456	69
CO	80457	59
CO	80459	53
CO	80461	45
CO	80465	104
CO	80466	84
CO	80467	59
CO	80468	68
CO	80470	89
CO	80480	48
CO	80481	62
CO	80487	100
CO	80498	80
CO	80501	47
CO	80503	109
CO	80504	79
CO	80510	71
CO	80512	82
CO	80513	82
CO	80514	50
CO	80515	53
CO	80516	100
CO	80517	74
CO	80521	56
CO	80524	71
CO	80525	73
CO	80526	64
CO	80528	112
CO	80530	56
CO	80534	75
CO	80535	61
CO	80536	75
CO	80537	62
CO	80538	67
CO	80540	93
CO	80542	88
CO	80543	57
CO	80545	57
CO	80547	167
CO	80549	63
CO	80550	95
CO	80601	56
CO	80602	93
CO	80603	67
CO	80610	67
CO	80611	76
CO	80612	71
CO	80615	81
CO	80620	45
CO	80621	59
CO	80622	56
CO	80624	83
CO	80631	46
CO	80634	69
CO	80640	59
CO	80642	73
CO	80643	88
CO	80644	65
CO	80645	66
CO	80648	57
CO	80649	58
CO	80650	55
CO	80651	74
CO	80652	64
CO	80653	62
CO	80654	61
CO	80701	51
CO	80705	31
CO	80720	51
CO	80722	58
CO	80723	48
CO	80726	62
CO	80727	48
CO	80728	59
CO	80729	134
CO	80731	57
CO	80733	47
CO	80734	60
CO	80735	53
CO	80736	59
CO	80737	49
CO	80741	58
CO	80743	51
CO	80744	36
CO	80747	60
CO	80749	48
CO	80750	46
CO	80751	63
CO	80758	65
CO	80759	58
CO	80804	47
CO	80805	42
CO	80807	56
CO	80808	50
CO	80809	78
CO	80810	66
CO	80812	44
CO	80813	43
CO	80814	68
CO	80815	47
CO	80816	55
CO	80817	45
CO	80818	51
CO	80820	56
CO	80821	49
CO	80822	53
CO	80825	56
CO	80827	53
CO	80828	51
CO	80829	76
CO	80830	48
CO	80831	68
CO	80832	50
CO	80833	43
CO	80834	45
CO	80835	50
CO	80836	91
CO	80840	45
CO	80861	41
CO	80863	72
CO	80864	44
CO	80902	34
CO	80903	51
CO	80904	63
CO	80905	44
CO	80906	96
CO	80907	51
CO	80908	107
CO	80909	41
CO	80910	31
CO	80911	45
CO	80914	27
CO	80915	43
CO	80916	34
CO	80917	46
CO	80918	56
CO	80919	90
CO	80920	76
CO	80921	104
CO	80922	57
CO	80923	63
CO	80924	101
CO	80925	56
CO	80926	67
CO	80927	78
CO	80928	44
CO	80929	61
CO	80930	52
CO	80951	54
CO	81001	41
CO	81003	37
CO	81004	34
CO	81005	50
CO	81006	54
CO	81007	60
CO	81008	55
CO	81020	51
CO	81022	42
CO	81023	66
CO	81025	41
CO	81029	34
CO	81036	46
CO	81039	45
CO	81040	42
CO	81041	38
CO	81047	46
CO	81049	67
CO	81050	44
CO	81052	45
CO	81054	38
CO	81055	55
CO	81057	47
CO	81058	39
CO	81062	38
CO	81063	43
CO	81064	41
CO	81067	38
CO	81069	65
CO	81071	78
CO	81073	43
CO	81076	38
CO	81082	46
CO	81089	37
CO	81090	48
CO	81091	57
CO	81092	58
CO	81101	44
CO	81120	35
CO	81122	68
CO	81123	38
CO	81125	39
CO	81130	60
CO	81132	43
CO	81133	46
CO	81137	64
CO	81140	42
CO	81143	29
CO	81144	48
CO	81146	47
CO	81147	57
CO	81149	36
CO	81151	40
CO	81152	28
CO	81154	52
CO	81155	35
CO	81201	58
CO	81210	46
CO	81211	61
CO	81212	48
CO	81223	50
CO	81224	71
CO	81226	41
CO	81230	51
CO	81233	47
CO	81235	57
CO	81236	67
CO	81240	50
CO	81252	63
CO	81253	58
CO	81301	91
CO	81303	76
CO	81320	52
CO	81321	52
CO	81323	62
CO	81324	44
CO	81326	73
CO	81327	52
CO	81328	62
CO	81331	53
CO	81401	48
CO	81403	63
CO	81410	46
CO	81413	54
CO	81415	62
CO	81416	46
CO	81418	44
CO	81419	52
CO	81422	39
CO	81424	46
CO	81425	39
CO	81428	51
CO	81431	46
CO	81432	84
CO	81435	111
CO	81501	37
CO	81503	50
CO	81504	47
CO	81505	81
CO	81506	79
CO	81507	91
CO	81520	36
CO	81521	60
CO	81524	75
CO	81525	55
CO	81526	60
CO	81527	90
CO	81601	67
CO	81610	54
CO	81611	207
CO	81621	92
CO	81623	103
CO	81624	59
CO	81625	55
CO	81630	67
CO	81632	140
CO	81635	62
CO	81637	61
CO	81639	61
CO	81640	49
CO	81641	58
CO	81647	60
CO	81648	69
CO	81650	54
CO	81652	60
CO	81654	124
CO	81657	120
CT	06001	174
CT	06002	76
CT	06010	57
CT	06013	103
CT	06016	68
CT	06018	47
CT	06019	111
CT	06021	85
CT	06023	81
CT	06024	52
CT	06026	87
CT	06027	73
CT	06029	89
CT	06031	78
CT	06032	141
CT	06033	129
CT	06035	92
CT	06037	81
CT	06039	111
CT	06040	60
CT	06042	60
CT	06043	92
CT	06051	31
CT	06052	57
CT	06053	42
CT	06057	88
CT	06058	81
CT	06060	130
CT	06062	58
CT	06063	77
CT	06065	67
CT	06066	62
CT	06067	80
CT	06068	113
CT	06069	175
CT	06070	142
CT	06071	93
CT	06073	177
CT	06074	92
CT	06076	62
CT	06078	112
CT	06081	62
CT	06082	59
CT	06084	99
CT	06085	97
CT	06088	58
CT	06089	120
CT	06090	144
CT	06092	182
CT	06093	90
CT	06095	66
CT	06096	56
CT	06098	53
CT	06103	116
CT	06105	50
CT	06106	30
CT	06107	148
CT	06108	39
CT	06109	78
CT	06110	55
CT	06111	66
CT	06112	29
CT	06114	30
CT	06117	170
CT	06118	48
CT	06119	86
CT	06120	23
CT	06226	35
CT	06231	93
CT	06232	81
CT	06234	65
CT	06235	58
CT	06237	79
CT	06238	75
CT	06239	49
CT	06241	55
CT	06242	69
CT	06243	43
CT	06247	72
CT	06248	96
CT	06249	70
CT	06250	76
CT	06254	71
CT	06255	54
CT	06256	48
CT	06259	84
CT	06260	49
CT	06262	48
CT	06264	61
CT	06266	52
CT	06268	85
CT	06277	66
CT	06278	67
CT	06279	72
CT	06280	59
CT	06281	84
CT	06282	70
CT	06320	40
CT	06330	55
CT	06331	61
CT	06333	109
CT	06334	69
CT	06335	77
CT	06339	70
CT	06340	57
CT	06351	57
CT	06353	45
CT	06354	49
CT	06355	93
CT	06357	84
CT	06359	79
CT	06360	47
CT	06365	67
CT	06370	74
CT	06371	145
CT	06374	52
CT	06375	67
CT	06377	59
CT	06378	122
CT	06379	70
CT	06380	36
CT	06382	51
CT	06384	62
CT	06385	77
CT	06401	48
CT	06403	69
CT	06405	87
CT	06409	77
CT	06410	107
CT	06412	91
CT	06413	80
CT	06415	76
CT	06416	85
CT	06417	91
CT	06418	53
CT	06419	104
CT	06420	90
CT	06422	111
CT	06423	101
CT	06424	82
CT	06426	174
CT	06437	132
CT	06438	93
CT	06441	88
CT	06442	87
CT	06443	146
CT	06447	101
CT	06450	51
CT	06451	48
CT	06455	85
CT	06457	63
CT	06460	77
